Sex;Provinces;Rates;Periodo;Total
Both sexes;13 Ciudad Real;Unemployment rate;2005QIII;9.88
Both sexes;13 Ciudad Real;Unemployment rate;2005QII;11.38
Both sexes;13 Ciudad Real;Unemployment rate;2005QI;11.32
Both sexes;13 Ciudad Real;Unemployment rate;2004QIV;12.08
Both sexes;13 Ciudad Real;Unemployment rate;2004QIII;9.4
Both sexes;13 Ciudad Real;Unemployment rate;2004QII;8.55
Both sexes;13 Ciudad Real;Unemployment rate;2004QI;8.62
Both sexes;13 Ciudad Real;Unemployment rate;2003QIV;10.85
Both sexes;13 Ciudad Real;Unemployment rate;2003QIII;10.66
Both sexes;13 Ciudad Real;Unemployment rate;2003QII;10.75
Both sexes;13 Ciudad Real;Unemployment rate;2003QI;11.95
Both sexes;13 Ciudad Real;Unemployment rate;2002QIV;8.38
Both sexes;13 Ciudad Real;Unemployment rate;2002QIII;8.41
Both sexes;13 Ciudad Real;Unemployment rate;2002QII;9.41
Both sexes;13 Ciudad Real;Unemployment rate;2002QI;11.38
Both sexes;13 Ciudad Real;Employment rate;2023QII;47.17
Both sexes;13 Ciudad Real;Employment rate;2023QI;45.25
Both sexes;13 Ciudad Real;Employment rate;2022QIV;44.47
Both sexes;13 Ciudad Real;Employment rate;2022QIII;45.3
Both sexes;13 Ciudad Real;Employment rate;2022QII;46.12
Both sexes;13 Ciudad Real;Employment rate;2022QI;45.27
Both sexes;13 Ciudad Real;Employment rate;2021QIV;47.29
Both sexes;13 Ciudad Real;Employment rate;2021QIII;47.37
Both sexes;13 Ciudad Real;Employment rate;2021QII;45.8
Both sexes;13 Ciudad Real;Employment rate;2021QI;44.2
Both sexes;13 Ciudad Real;Employment rate;2020QIV;44.94
Both sexes;13 Ciudad Real;Employment rate;2020QIII;44.95
Both sexes;13 Ciudad Real;Employment rate;2020QII;42.92
Both sexes;13 Ciudad Real;Employment rate;2020QI;44.68
Both sexes;13 Ciudad Real;Employment rate;2019QIV;45.49
Both sexes;13 Ciudad Real;Employment rate;2019QIII;45.62
Both sexes;13 Ciudad Real;Employment rate;2019QII;45.79
Both sexes;13 Ciudad Real;Employment rate;2019QI;46.01
Both sexes;13 Ciudad Real;Employment rate;2018QIV;45.73
Both sexes;13 Ciudad Real;Employment rate;2018QIII;44.12
Both sexes;13 Ciudad Real;Employment rate;2018QII;42.96
Both sexes;13 Ciudad Real;Employment rate;2018QI;43.24
Both sexes;13 Ciudad Real;Employment rate;2017QIV;43.08
Both sexes;13 Ciudad Real;Employment rate;2017QIII;42.9
Both sexes;13 Ciudad Real;Employment rate;2017QII;41.37
Both sexes;13 Ciudad Real;Employment rate;2017QI;41.8
Both sexes;13 Ciudad Real;Employment rate;2016QIV;41.91
Both sexes;13 Ciudad Real;Employment rate;2016QIII;42.31
Both sexes;13 Ciudad Real;Employment rate;2016QII;41.19
Both sexes;13 Ciudad Real;Employment rate;2016QI;39.15
Both sexes;13 Ciudad Real;Employment rate;2015QIV;39.1
Both sexes;13 Ciudad Real;Employment rate;2015QIII;38.89
Both sexes;13 Ciudad Real;Employment rate;2015QII;37.41
Both sexes;13 Ciudad Real;Employment rate;2015QI;36.31
Both sexes;13 Ciudad Real;Employment rate;2014QIV;37.39
Both sexes;13 Ciudad Real;Employment rate;2014QIII;39.02
Both sexes;13 Ciudad Real;Employment rate;2014QII;38.11
Both sexes;13 Ciudad Real;Employment rate;2014QI;37.6
Both sexes;13 Ciudad Real;Employment rate;2013QIV;39.28
Both sexes;13 Ciudad Real;Employment rate;2013QIII;39.9
Both sexes;13 Ciudad Real;Employment rate;2013QII;37.88
Both sexes;13 Ciudad Real;Employment rate;2013QI;37.7
Both sexes;13 Ciudad Real;Employment rate;2012QIV;38.3
Both sexes;13 Ciudad Real;Employment rate;2012QIII;39.14
Both sexes;13 Ciudad Real;Employment rate;2012QII;37.63
Both sexes;13 Ciudad Real;Employment rate;2012QI;38.64
Both sexes;13 Ciudad Real;Employment rate;2011QIV;41.08
Both sexes;13 Ciudad Real;Employment rate;2011QIII;42.37
Both sexes;13 Ciudad Real;Employment rate;2011QII;43.27
Both sexes;13 Ciudad Real;Employment rate;2011QI;43.35
Both sexes;13 Ciudad Real;Employment rate;2010QIV;43.43
Both sexes;13 Ciudad Real;Employment rate;2010QIII;44.68
Both sexes;13 Ciudad Real;Employment rate;2010QII;43.77
Both sexes;13 Ciudad Real;Employment rate;2010QI;43.54
Both sexes;13 Ciudad Real;Employment rate;2009QIV;44.71
Both sexes;13 Ciudad Real;Employment rate;2009QIII;44.7
Both sexes;13 Ciudad Real;Employment rate;2009QII;44.94
Both sexes;13 Ciudad Real;Employment rate;2009QI;44.53
Both sexes;13 Ciudad Real;Employment rate;2008QIV;46.34
Both sexes;13 Ciudad Real;Employment rate;2008QIII;47.25
Both sexes;13 Ciudad Real;Employment rate;2008QII;48.22
Both sexes;13 Ciudad Real;Employment rate;2008QI;47.4
Both sexes;13 Ciudad Real;Employment rate;2007QIV;47.74
Both sexes;13 Ciudad Real;Employment rate;2007QIII;49.04
Both sexes;13 Ciudad Real;Employment rate;2007QII;48.98
Both sexes;13 Ciudad Real;Employment rate;2007QI;47.94
Both sexes;13 Ciudad Real;Employment rate;2006QIV;47.55
Both sexes;13 Ciudad Real;Employment rate;2006QIII;48.49
Both sexes;13 Ciudad Real;Employment rate;2006QII;46.74
Both sexes;13 Ciudad Real;Employment rate;2006QI;46.39
Both sexes;13 Ciudad Real;Employment rate;2005QIV;47.09
Both sexes;13 Ciudad Real;Employment rate;2005QIII;47.97
Both sexes;13 Ciudad Real;Employment rate;2005QII;46.09
Both sexes;13 Ciudad Real;Employment rate;2005QI;45.45
Both sexes;13 Ciudad Real;Employment rate;2004QIV;45.38
Both sexes;13 Ciudad Real;Employment rate;2004QIII;45.9
Both sexes;13 Ciudad Real;Employment rate;2004QII;44.1
Both sexes;13 Ciudad Real;Employment rate;2004QI;43.33
Both sexes;13 Ciudad Real;Employment rate;2003QIV;44.51
Both sexes;13 Ciudad Real;Employment rate;2003QIII;45.23
Both sexes;13 Ciudad Real;Employment rate;2003QII;44.21
Both sexes;13 Ciudad Real;Employment rate;2003QI;43.33
Both sexes;13 Ciudad Real;Employment rate;2002QIV;44.14
Both sexes;13 Ciudad Real;Employment rate;2002QIII;44.32
Both sexes;13 Ciudad Real;Employment rate;2002QII;43.29
Both sexes;13 Ciudad Real;Employment rate;2002QI;42.39
Both sexes;14 Córdoba;Activity rate;2023QII;56.29
Both sexes;14 Córdoba;Activity rate;2023QI;54.89
Both sexes;14 Córdoba;Activity rate;2022QIV;54.66
Both sexes;14 Córdoba;Activity rate;2022QIII;55.52
Both sexes;14 Córdoba;Activity rate;2022QII;55.02
Both sexes;14 Córdoba;Activity rate;2022QI;55.77
Both sexes;14 Córdoba;Activity rate;2021QIV;57.29
Both sexes;14 Córdoba;Activity rate;2021QIII;58.23
Both sexes;14 Córdoba;Activity rate;2021QII;57.63
Both sexes;14 Córdoba;Activity rate;2021QI;56.98
Both sexes;14 Córdoba;Activity rate;2020QIV;57.91
Both sexes;14 Córdoba;Activity rate;2020QIII;55.22
Both sexes;14 Córdoba;Activity rate;2020QII;53.82
Both sexes;14 Córdoba;Activity rate;2020QI;57.38
Both sexes;14 Córdoba;Activity rate;2019QIV;56.78
Both sexes;14 Córdoba;Activity rate;2019QIII;57.36
Both sexes;14 Córdoba;Activity rate;2019QII;56.77
Both sexes;14 Córdoba;Activity rate;2019QI;56.31
Both sexes;14 Córdoba;Activity rate;2018QIV;55.79
Both sexes;14 Córdoba;Activity rate;2018QIII;55.83
Both sexes;14 Córdoba;Activity rate;2018QII;57.53
Both sexes;14 Córdoba;Activity rate;2018QI;57.03
Both sexes;14 Córdoba;Activity rate;2017QIV;56.8
Both sexes;14 Córdoba;Activity rate;2017QIII;58.11
Both sexes;14 Córdoba;Activity rate;2017QII;57.43
Both sexes;14 Córdoba;Activity rate;2017QI;58.16
Both sexes;14 Córdoba;Activity rate;2016QIV;57.77
Both sexes;14 Córdoba;Activity rate;2016QIII;58.95
Both sexes;14 Córdoba;Activity rate;2016QII;58.34
Both sexes;14 Córdoba;Activity rate;2016QI;57.87
Both sexes;14 Córdoba;Activity rate;2015QIV;57.05
Both sexes;14 Córdoba;Activity rate;2015QIII;56.57
Both sexes;14 Córdoba;Activity rate;2015QII;57.18
Both sexes;14 Córdoba;Activity rate;2015QI;56.56
Both sexes;14 Córdoba;Activity rate;2014QIV;57.27
Both sexes;14 Córdoba;Activity rate;2014QIII;56.37
Both sexes;14 Córdoba;Activity rate;2014QII;56.22
Both sexes;14 Córdoba;Activity rate;2014QI;57.26
Both sexes;14 Córdoba;Activity rate;2013QIV;57.97
Both sexes;14 Córdoba;Activity rate;2013QIII;57.38
Both sexes;14 Córdoba;Activity rate;2013QII;58.1
Both sexes;14 Córdoba;Activity rate;2013QI;57.47
Both sexes;14 Córdoba;Activity rate;2012QIV;57.46
Both sexes;14 Córdoba;Activity rate;2012QIII;57.3
Both sexes;14 Córdoba;Activity rate;2012QII;57.03
Both sexes;14 Córdoba;Activity rate;2012QI;59.11
Both sexes;14 Córdoba;Activity rate;2011QIV;59.16
Both sexes;14 Córdoba;Activity rate;2011QIII;57.76
Both sexes;14 Córdoba;Activity rate;2011QII;58.91
Both sexes;14 Córdoba;Activity rate;2011QI;58.36
Both sexes;14 Córdoba;Activity rate;2010QIV;58.46
Both sexes;14 Córdoba;Activity rate;2010QIII;57.66
Both sexes;14 Córdoba;Activity rate;2010QII;58.25
Both sexes;14 Córdoba;Activity rate;2010QI;58.76
Both sexes;14 Córdoba;Activity rate;2009QIV;57.87
Both sexes;14 Córdoba;Activity rate;2009QIII;58.08
Both sexes;14 Córdoba;Activity rate;2009QII;58.31
Both sexes;14 Córdoba;Activity rate;2009QI;58.22
Both sexes;14 Córdoba;Activity rate;2008QIV;56.76
Both sexes;14 Córdoba;Activity rate;2008QIII;56.23
Both sexes;14 Córdoba;Activity rate;2008QII;55.81
Both sexes;14 Córdoba;Activity rate;2008QI;56.28
Both sexes;14 Córdoba;Activity rate;2007QIV;55.19
Both sexes;14 Córdoba;Activity rate;2007QIII;53.76
Both sexes;14 Córdoba;Activity rate;2007QII;54.42
Both sexes;14 Córdoba;Activity rate;2007QI;55.39
Both sexes;14 Córdoba;Activity rate;2006QIV;54.58
Both sexes;14 Córdoba;Activity rate;2006QIII;53.35
Both sexes;14 Córdoba;Activity rate;2006QII;52.89
Both sexes;14 Córdoba;Activity rate;2006QI;54.3
Both sexes;14 Córdoba;Activity rate;2005QIV;52.77
Both sexes;14 Córdoba;Activity rate;2005QIII;50.42
Both sexes;14 Córdoba;Activity rate;2005QII;50.71
Both sexes;14 Córdoba;Activity rate;2005QI;52.59
Both sexes;14 Córdoba;Activity rate;2004QIV;55.48
Both sexes;14 Córdoba;Activity rate;2004QIII;54.91
Both sexes;14 Córdoba;Activity rate;2004QII;52.74
Both sexes;14 Córdoba;Activity rate;2004QI;53.24
Both sexes;14 Córdoba;Activity rate;2003QIV;51.81
Both sexes;14 Córdoba;Activity rate;2003QIII;52.72
Both sexes;14 Córdoba;Activity rate;2003QII;50.7
Both sexes;14 Córdoba;Activity rate;2003QI;49.75
Both sexes;14 Córdoba;Activity rate;2002QIV;49.3
Both sexes;14 Córdoba;Activity rate;2002QIII;49.45
Both sexes;14 Córdoba;Activity rate;2002QII;49.07
Both sexes;14 Córdoba;Activity rate;2002QI;49.03
Both sexes;14 Córdoba;Unemployment rate;2023QII;21.81
Both sexes;14 Córdoba;Unemployment rate;2023QI;17.77
Both sexes;14 Córdoba;Unemployment rate;2022QIV;17.66
Both sexes;14 Córdoba;Unemployment rate;2022QIII;21.93
Both sexes;14 Córdoba;Unemployment rate;2022QII;20.67
Both sexes;14 Córdoba;Unemployment rate;2022QI;16.85
Both sexes;14 Córdoba;Unemployment rate;2021QIV;17.35
Both sexes;14 Córdoba;Unemployment rate;2021QIII;22.92
Both sexes;14 Córdoba;Unemployment rate;2021QII;22.64
Both sexes;14 Córdoba;Unemployment rate;2021QI;20.07
Both sexes;14 Córdoba;Unemployment rate;2020QIV;23.75
Both sexes;14 Córdoba;Unemployment rate;2020QIII;24.09
Both sexes;14 Córdoba;Unemployment rate;2020QII;24.29
Both sexes;14 Córdoba;Unemployment rate;2020QI;24.89
Both sexes;14 Córdoba;Unemployment rate;2019QIV;23.7
Both sexes;14 Córdoba;Unemployment rate;2019QIII;25.28
Both sexes;14 Córdoba;Unemployment rate;2019QII;22.21
Both sexes;14 Córdoba;Unemployment rate;2019QI;21.05
Both sexes;14 Córdoba;Unemployment rate;2018QIV;22.47
Both sexes;14 Córdoba;Unemployment rate;2018QIII;25.4
Both sexes;14 Córdoba;Unemployment rate;2018QII;25.63
Both sexes;14 Córdoba;Unemployment rate;2018QI;25.45
Both sexes;14 Córdoba;Unemployment rate;2017QIV;27
Both sexes;14 Córdoba;Unemployment rate;2017QIII;30.21
Both sexes;14 Córdoba;Unemployment rate;2017QII;27.94
Both sexes;14 Córdoba;Unemployment rate;2017QI;27.53
Both sexes;14 Córdoba;Unemployment rate;2016QIV;29.42
Both sexes;14 Córdoba;Unemployment rate;2016QIII;32.59
Both sexes;14 Córdoba;Unemployment rate;2016QII;30.15
Both sexes;14 Córdoba;Unemployment rate;2016QI;28.82
Both sexes;14 Córdoba;Unemployment rate;2015QIV;29.7
Both sexes;14 Córdoba;Unemployment rate;2015QIII;30.99
Both sexes;14 Córdoba;Unemployment rate;2015QII;29.15
Both sexes;14 Córdoba;Unemployment rate;2015QI;30.11
Both sexes;14 Córdoba;Unemployment rate;2014QIV;33.88
Both sexes;14 Córdoba;Unemployment rate;2014QIII;35.73
Both sexes;14 Córdoba;Unemployment rate;2014QII;33.35
Both sexes;14 Córdoba;Unemployment rate;2014QI;31.6
Both sexes;14 Córdoba;Unemployment rate;2013QIV;36.68
Both sexes;14 Córdoba;Unemployment rate;2013QIII;37.16
Both sexes;14 Córdoba;Unemployment rate;2013QII;33.3
Both sexes;14 Córdoba;Unemployment rate;2013QI;33.51
Both sexes;14 Córdoba;Unemployment rate;2012QIV;34.86
Both sexes;14 Córdoba;Unemployment rate;2012QIII;37.44
Both sexes;14 Córdoba;Unemployment rate;2012QII;33.62
Both sexes;14 Córdoba;Unemployment rate;2012QI;32.67
Both sexes;14 Córdoba;Unemployment rate;2011QIV;31.36
Both sexes;14 Córdoba;Unemployment rate;2011QIII;33.5
Both sexes;14 Córdoba;Unemployment rate;2011QII;33.25
Both sexes;14 Córdoba;Unemployment rate;2011QI;28.38
Both sexes;14 Córdoba;Unemployment rate;2010QIV;28.7
Both sexes;14 Córdoba;Unemployment rate;2010QIII;31.36
Both sexes;14 Córdoba;Unemployment rate;2010QII;28.83
Both sexes;14 Córdoba;Unemployment rate;2010QI;23.35
Both sexes;14 Córdoba;Unemployment rate;2009QIV;25.96
Both sexes;14 Córdoba;Unemployment rate;2009QIII;27.75
Both sexes;14 Córdoba;Unemployment rate;2009QII;27.16
Both sexes;14 Córdoba;Unemployment rate;2009QI;23.14
Both sexes;14 Córdoba;Unemployment rate;2008QIV;20.19
Both sexes;14 Córdoba;Unemployment rate;2008QIII;17.4
Both sexes;14 Córdoba;Unemployment rate;2008QII;15.45
Both sexes;14 Córdoba;Unemployment rate;2008QI;12.25
Both sexes;14 Córdoba;Unemployment rate;2007QIV;14.69
Both sexes;14 Córdoba;Unemployment rate;2007QIII;12.95
Both sexes;14 Córdoba;Unemployment rate;2007QII;13.53
Both sexes;14 Córdoba;Unemployment rate;2007QI;13.95
Both sexes;14 Córdoba;Unemployment rate;2006QIV;15.39
Both sexes;14 Córdoba;Unemployment rate;2006QIII;14.42
Both sexes;14 Córdoba;Unemployment rate;2006QII;14.91
Both sexes;14 Córdoba;Unemployment rate;2006QI;13.22
Both sexes;14 Córdoba;Unemployment rate;2005QIV;15.67
Both sexes;14 Córdoba;Unemployment rate;2005QIII;15.84
Both sexes;14 Córdoba;Unemployment rate;2005QII;13.64
Both sexes;14 Córdoba;Unemployment rate;2005QI;14.23
Both sexes;14 Córdoba;Unemployment rate;2004QIV;20.63
Both sexes;14 Córdoba;Unemployment rate;2004QIII;23.21
Both sexes;14 Córdoba;Unemployment rate;2004QII;20.51
Both sexes;14 Córdoba;Unemployment rate;2004QI;18.99
Both sexes;14 Córdoba;Unemployment rate;2003QIV;18.99
Both sexes;14 Córdoba;Unemployment rate;2003QIII;25.48
Both sexes;14 Córdoba;Unemployment rate;2003QII;22.39
Both sexes;14 Córdoba;Unemployment rate;2003QI;17.48
Both sexes;14 Córdoba;Unemployment rate;2002QIV;19.57
Both sexes;14 Córdoba;Unemployment rate;2002QIII;24.23
Both sexes;14 Córdoba;Unemployment rate;2002QII;22.12
Both sexes;14 Córdoba;Unemployment rate;2002QI;19.07
Both sexes;14 Córdoba;Employment rate;2023QII;44.02
Both sexes;14 Córdoba;Employment rate;2023QI;45.13
Both sexes;14 Córdoba;Employment rate;2022QIV;45.01
Both sexes;14 Córdoba;Employment rate;2022QIII;43.35
Both sexes;14 Córdoba;Employment rate;2022QII;43.64
Both sexes;14 Córdoba;Employment rate;2022QI;46.37
Both sexes;14 Córdoba;Employment rate;2021QIV;47.35
Both sexes;14 Córdoba;Employment rate;2021QIII;44.89
Both sexes;14 Córdoba;Employment rate;2021QII;44.59
Both sexes;14 Córdoba;Employment rate;2021QI;45.54
Both sexes;14 Córdoba;Employment rate;2020QIV;44.16
Both sexes;14 Córdoba;Employment rate;2020QIII;41.92
Both sexes;14 Córdoba;Employment rate;2020QII;40.75
Both sexes;14 Córdoba;Employment rate;2020QI;43.09
Both sexes;14 Córdoba;Employment rate;2019QIV;43.32
Both sexes;14 Córdoba;Employment rate;2019QIII;42.85
Both sexes;14 Córdoba;Employment rate;2019QII;44.16
Both sexes;14 Córdoba;Employment rate;2019QI;44.45
Both sexes;14 Córdoba;Employment rate;2018QIV;43.26
Both sexes;14 Córdoba;Employment rate;2018QIII;41.65
Both sexes;14 Córdoba;Employment rate;2018QII;42.78
Both sexes;14 Córdoba;Employment rate;2018QI;42.51
Both sexes;14 Córdoba;Employment rate;2017QIV;41.46
Both sexes;14 Córdoba;Employment rate;2017QIII;40.56
Both sexes;14 Córdoba;Employment rate;2017QII;41.38
Both sexes;14 Córdoba;Employment rate;2017QI;42.15
Both sexes;14 Córdoba;Employment rate;2016QIV;40.78
Both sexes;14 Córdoba;Employment rate;2016QIII;39.74
Both sexes;14 Córdoba;Employment rate;2016QII;40.75
Both sexes;14 Córdoba;Employment rate;2016QI;41.19
Both sexes;14 Córdoba;Employment rate;2015QIV;40.11
Both sexes;14 Córdoba;Employment rate;2015QIII;39.04
Both sexes;14 Córdoba;Employment rate;2015QII;40.51
Both sexes;14 Córdoba;Employment rate;2015QI;39.53
Both sexes;14 Córdoba;Employment rate;2014QIV;37.87
Both sexes;14 Córdoba;Employment rate;2014QIII;36.23
Both sexes;14 Córdoba;Employment rate;2014QII;37.47
Both sexes;14 Córdoba;Employment rate;2014QI;39.17
Both sexes;14 Córdoba;Employment rate;2013QIV;36.71
Both sexes;14 Córdoba;Employment rate;2013QIII;36.06
Both sexes;14 Córdoba;Employment rate;2013QII;38.76
Both sexes;14 Córdoba;Employment rate;2013QI;38.21
Both sexes;14 Córdoba;Employment rate;2012QIV;37.43
Both sexes;14 Córdoba;Employment rate;2012QIII;35.85
Both sexes;14 Córdoba;Employment rate;2012QII;37.85
Both sexes;14 Córdoba;Employment rate;2012QI;39.8
Both sexes;14 Córdoba;Employment rate;2011QIV;40.61
Both sexes;14 Córdoba;Employment rate;2011QIII;38.41
Both sexes;14 Córdoba;Employment rate;2011QII;39.33
Both sexes;14 Córdoba;Employment rate;2011QI;41.8
Both sexes;14 Córdoba;Employment rate;2010QIV;41.68
Both sexes;14 Córdoba;Employment rate;2010QIII;39.58
Both sexes;14 Córdoba;Employment rate;2010QII;41.46
Both sexes;14 Córdoba;Employment rate;2010QI;45.04
Both sexes;14 Córdoba;Employment rate;2009QIV;42.85
Both sexes;14 Córdoba;Employment rate;2009QIII;41.96
Both sexes;14 Córdoba;Employment rate;2009QII;42.47
Both sexes;14 Córdoba;Employment rate;2009QI;44.75
Both sexes;14 Córdoba;Employment rate;2008QIV;45.3
Both sexes;14 Córdoba;Employment rate;2008QIII;46.45
Both sexes;14 Córdoba;Employment rate;2008QII;47.19
Both sexes;14 Córdoba;Employment rate;2008QI;49.38
Both sexes;14 Córdoba;Employment rate;2007QIV;47.08
Both sexes;14 Córdoba;Employment rate;2007QIII;46.8
Both sexes;14 Córdoba;Employment rate;2007QII;47.05
Both sexes;14 Córdoba;Employment rate;2007QI;47.67
Both sexes;14 Córdoba;Employment rate;2006QIV;46.18
Both sexes;14 Córdoba;Employment rate;2006QIII;45.66
Both sexes;14 Córdoba;Employment rate;2006QII;45
Both sexes;14 Córdoba;Employment rate;2006QI;47.12
Both sexes;14 Córdoba;Employment rate;2005QIV;44.5
Both sexes;14 Córdoba;Employment rate;2005QIII;42.44
Both sexes;14 Córdoba;Employment rate;2005QII;43.79
Both sexes;14 Córdoba;Employment rate;2005QI;45.11
Both sexes;14 Córdoba;Employment rate;2004QIV;44.03
Both sexes;14 Córdoba;Employment rate;2004QIII;42.17
Both sexes;14 Córdoba;Employment rate;2004QII;41.92
Both sexes;14 Córdoba;Employment rate;2004QI;43.13
Both sexes;14 Córdoba;Employment rate;2003QIV;41.97
Both sexes;14 Córdoba;Employment rate;2003QIII;39.29
Both sexes;14 Córdoba;Employment rate;2003QII;39.35
Both sexes;14 Córdoba;Employment rate;2003QI;41.05
Both sexes;14 Córdoba;Employment rate;2002QIV;39.65
Both sexes;14 Córdoba;Employment rate;2002QIII;37.46
Both sexes;14 Córdoba;Employment rate;2002QII;38.22
Both sexes;14 Córdoba;Employment rate;2002QI;39.68
Both sexes;15 Coruña. A;Activity rate;2023QII;53.66
Both sexes;15 Coruña. A;Activity rate;2023QI;53.34
Both sexes;15 Coruña. A;Activity rate;2022QIV;53.13
